category,parameter_name,value,unit,description
genetic_parameters,SDLIP,0.05,dimensionless,Fraction oil in seeds
genetic_parameters,EC_TOLERANCE,3.5,dS_m,Maximum EC tolerance
genetic_parameters,ROOT_ACTIVITY,0.8,dimensionless,Root activity coefficient
genetic_parameters,PHOTOSYNTHETIC_CAPACITY,0.9,dimensionless,Relative photosynthetic capacity
genetic_parameters,NITRATE_EFFICIENCY,0.7,dimensionless,Nitrogen use efficiency factor
genetic_parameters,cultivar_id,BOSTON_BIBB_001,text,Cultivar identifier
genetic_parameters,cultivar_name,Boston Bibb,text,Cultivar name
genetic_parameters,lettuce_type,butterhead,text,Type of lettuce
genetic_parameters,breeder,Generic,text,Breeding company or program
genetic_parameters,year_released,2020,year,Year cultivar was released
genetic_parameters,yield_potential,0.85,dimensionless,Relative yield potential (0-1)
genetic_parameters,adaptation_score,0.75,dimensionless,Environmental adaptation score (0-1)
genetic_parameters,pedigree,Unknown,text,Genetic pedigree information
genetic_parameters,breeding_notes,Standard butterhead cultivar,text,Breeding notes and characteristics

# Genetic Parameter Constants and Weights
genetic_parameters,adaptation_index_min,0.1,dimensionless,Minimum adaptation index value
genetic_parameters,adaptation_index_max,1.0,dimensionless,Maximum adaptation index value
genetic_parameters,expression_min,0.0,dimensionless,Minimum trait expression value
genetic_parameters,expression_max,1.0,dimensionless,Maximum trait expression value
genetic_parameters,default_trait_value,0.5,dimensionless,Default trait value when not specified
genetic_parameters,default_adaptation_weight,0.6,dimensionless,Default weight for adaptation scoring
genetic_parameters,default_yield_weight,0.25,dimensionless,Default weight for yield scoring
genetic_parameters,default_temperature_stress_weight,0.5,dimensionless,Default weight for temperature stress
genetic_parameters,default_nitrogen_excess_weight,0.3,dimensionless,Default weight for nitrogen excess effects
genetic_parameters,default_stress_response_weight,0.2,dimensionless,Default weight for stress response
genetic_parameters,default_heterosis_factor,1.05,dimensionless,Default heterosis factor for hybrids
genetic_parameters,breeding_complementary_threshold,0.8,dimensionless,Minimum trait threshold for breeding complementarity
genetic_parameters,hybrid_vigor_factor,1.1,dimensionless,Hybrid vigor enhancement factor for yield
genetic_parameters,harvest_time_base,90.0,days,Base harvest time in days
genetic_parameters,harvest_time_range,30.0,days,Range for harvest time variation
genetic_parameters,default_performance_index,0.5,dimensionless,Default performance index value

# Performance Metric Weights
genetic_parameters,yield_weight_leaf_size,0.3,dimensionless,Weight of leaf size in yield index
genetic_parameters,yield_weight_chlorophyll,0.2,dimensionless,Weight of chlorophyll content in yield index
genetic_parameters,yield_weight_nitrate_avoidance,0.2,dimensionless,Weight of nitrate avoidance in yield index
genetic_parameters,yield_weight_root_development,0.15,dimensionless,Weight of root development in yield index
genetic_parameters,yield_weight_yield_potential,0.15,dimensionless,Weight of yield potential in yield index
genetic_parameters,quality_weight_vitamin_c,0.3,dimensionless,Weight of vitamin C content in quality index
genetic_parameters,quality_weight_carotenoid,0.25,dimensionless,Weight of carotenoid content in quality index
genetic_parameters,quality_weight_nitrate_avoidance,0.25,dimensionless,Weight of nitrate avoidance in quality index
genetic_parameters,quality_weight_chlorophyll,0.2,dimensionless,Weight of chlorophyll content in quality index
genetic_parameters,stress_weight_heat,0.3,dimensionless,Weight of heat tolerance in stress tolerance index
genetic_parameters,stress_weight_cold,0.25,dimensionless,Weight of cold tolerance in stress tolerance index
genetic_parameters,stress_weight_salinity,0.25,dimensionless,Weight of salinity tolerance in stress tolerance index
genetic_parameters,stress_weight_disease,0.2,dimensionless,Weight of disease resistance in stress tolerance index

# Trait Values for Default Cultivar
genetic_parameters,trait_days_to_emergence,0.6,dimensionless,Days to emergence trait value
genetic_parameters,trait_days_to_harvest,0.7,dimensionless,Days to harvest trait value
genetic_parameters,trait_bolting_tolerance,0.8,dimensionless,Bolting tolerance trait value
genetic_parameters,trait_leaf_size,0.75,dimensionless,Leaf size trait value
genetic_parameters,trait_plant_architecture,0.7,dimensionless,Plant architecture trait value
genetic_parameters,trait_root_development,0.65,dimensionless,Root development trait value
genetic_parameters,trait_yield_potential,0.85,dimensionless,Yield potential trait value
genetic_parameters,trait_chlorophyll_content,0.8,dimensionless,Chlorophyll content trait value
genetic_parameters,trait_carotenoid_content,0.6,dimensionless,Carotenoid content trait value
genetic_parameters,trait_vitamin_c_content,0.7,dimensionless,Vitamin C content trait value
genetic_parameters,trait_nitrate_accumulation,0.3,dimensionless,Nitrate accumulation trait value (lower is better)
genetic_parameters,trait_heat_tolerance,0.6,dimensionless,Heat tolerance trait value
genetic_parameters,trait_cold_tolerance,0.8,dimensionless,Cold tolerance trait value
genetic_parameters,trait_salinity_tolerance,0.5,dimensionless,Salinity tolerance trait value
genetic_parameters,trait_disease_resistance,0.7,dimensionless,Disease resistance trait value

# Leaf Development Model Parameters
leaf_development,base_phyllochron,80.0,°C_day,Thermal time interval between leaf appearances
leaf_development,max_leaf_number,25.0,dimensionless,Maximum number of leaves for lettuce
leaf_development,initial_leaf_number,2.0,dimensionless,Initial number of leaves (cotyledons + first true leaves)
leaf_development,leaf_appearance_rate,1.0,leaves_per_phyllochron,Leaves per phyllochron unit
leaf_development,max_individual_leaf_area,0.008,m2,Maximum area per individual leaf
leaf_development,leaf_area_expansion_rate,0.15,dimensionless,Natural cellular expansion rate per day
leaf_development,drought_threshold,0.6,dimensionless,Water stress threshold for leaf development
leaf_development,n_stress_threshold,0.7,dimensionless,Nitrogen stress threshold for leaf expansion
leaf_development,temperature_stress_sensitivity,0.8,dimensionless,Response sensitivity to temperature stress

# Leaf Development Constants and Factors
leaf_development,initial_leaf_area_factor,0.3,dimensionless,Factor for initial leaf area relative to maximum
leaf_development,initial_thermal_time_factor,0.5,dimensionless,Factor for initial thermal time accumulation
leaf_development,emerging_to_expanding_factor,0.3,dimensionless,Factor for emerging to expanding transition timing
leaf_development,late_leaf_phyllochron_factor,1.5,dimensionless,Factor for late leaf phyllochron (slower appearance)
leaf_development,very_late_leaf_phyllochron_factor,2.0,dimensionless,Factor for very late leaf phyllochron
leaf_development,early_leaf_size_factor,0.4,dimensionless,Size factor for early leaves (smaller than mature)
leaf_development,late_leaf_size_factor,0.6,dimensionless,Size factor for late leaves (smaller due to resource limits)
leaf_development,leaf_maturation_thermal_time,150.0,°C_day,Thermal time required for leaf maturation
leaf_development,leaf_lifespan_thermal_time,800.0,°C_day,Thermal time for complete leaf lifespan
leaf_development,senescence_threshold_age,0.8,dimensionless,Age threshold for senescence initiation (fraction of lifespan)
leaf_development,senescence_rate_base,0.02,per_day,Base senescence rate per day
leaf_development,minimum_active_leaf_area,0.0001,m2,Minimum area for active leaf counting
leaf_development,minimum_visible_leaf_area,0.00005,m2,Minimum area for visible leaf counting

# Leaf Development Hardcoded Constants
leaf_development,late_leaf_vstage_threshold,15.0,dimensionless,V-stage threshold for late leaf classification
leaf_development,very_late_leaf_vstage_threshold,20.0,dimensionless,V-stage threshold for very late leaf classification
leaf_development,early_leaf_position_threshold,5.0,dimensionless,V-stage threshold for early leaf position classification
leaf_development,middle_leaf_position_threshold,15.0,dimensionless,V-stage threshold for middle leaf position classification
leaf_development,early_position_scaling_factor,4.0,dimensionless,Scaling factor for early leaf position calculation
leaf_development,late_position_scaling_factor,10.0,dimensionless,Scaling factor for late leaf position calculation

# Nitrogen Balance Model Parameters  
nitrogen_parameters,nitrate_reduction_rate,0.8,g_N_g_root_day,Rate of nitrate reduction to ammonium
nitrogen_parameters,ammonium_assimilation_rate,1.2,g_N_g_root_day,Rate of ammonium assimilation into amino acids  
nitrogen_parameters,amino_acid_uptake_rate,0.4,g_N_g_root_day,Rate of amino acid uptake by roots
nitrogen_parameters,photosynthetic_n_use_efficiency,70.0,g_biomass_g_N,Biomass produced per unit nitrogen in photosynthesis
nitrogen_parameters,growth_n_use_efficiency,60.0,g_biomass_g_N,Biomass produced per unit nitrogen in growth
nitrogen_parameters,luxury_uptake_threshold,0.08,g_N_g_dry_mass,Threshold for luxury nitrogen uptake
nitrogen_parameters,specific_root_activity,0.02,g_N_g_root_day,Maximum nitrogen uptake rate per unit root mass  
nitrogen_parameters,root_zone_exploration,0.85,dimensionless,Root zone exploration efficiency factor

# Nitrogen Uptake Kinetics (NO3 form - use existing values where available)
nitrogen_parameters,uptake_kinetics_NO3_vmax,0.03,g_N_g_root_day,Maximum nitrate uptake rate  
nitrogen_parameters,uptake_kinetics_NO3_km,0.5,mg_N_L,Michaelis constant for nitrate
nitrogen_parameters,uptake_kinetics_NO3_min_conc,0.1,mg_N_L,Minimum nitrate concentration for uptake
nitrogen_parameters,uptake_kinetics_NO3_inhibition_ki,2.0,mg_N_L,Ammonium inhibition constant for nitrate uptake

# Nitrogen Uptake Kinetics (NH4 form)
nitrogen_parameters,uptake_kinetics_NH4_vmax,0.02,g_N_g_root_day,Maximum ammonium uptake rate
nitrogen_parameters,uptake_kinetics_NH4_km,0.3,mg_N_L,Michaelis constant for ammonium
nitrogen_parameters,uptake_kinetics_NH4_min_conc,0.05,mg_N_L,Minimum ammonium concentration for uptake
nitrogen_parameters,uptake_kinetics_NH4_inhibition_ki,1.5,mg_N_L,Nitrate inhibition constant for ammonium uptake

# Nitrogen Uptake Kinetics (amino acids form)
nitrogen_parameters,uptake_kinetics_amino_acids_vmax,0.08,g_N_g_root_day,Maximum amino acid uptake rate
nitrogen_parameters,uptake_kinetics_amino_acids_km,0.8,mg_N_L,Michaelis constant for amino acids
nitrogen_parameters,uptake_kinetics_amino_acids_min_conc,0.2,mg_N_L,Minimum amino acid concentration for uptake
nitrogen_parameters,uptake_kinetics_amino_acids_inhibition_ki,0.0,mg_N_L,No competitive inhibition for amino acids

# Nitrogen Allocation Coefficients - Vegetative Stage
nitrogen_parameters,allocation_coefficients_vegetative_leaves,0.6,dimensionless,Nitrogen allocation priority to leaves during vegetative growth
nitrogen_parameters,allocation_coefficients_vegetative_stems,0.2,dimensionless,Nitrogen allocation priority to stems during vegetative growth
nitrogen_parameters,allocation_coefficients_vegetative_roots,0.2,dimensionless,Nitrogen allocation priority to roots during vegetative growth
nitrogen_parameters,allocation_coefficients_vegetative_reproductive,0.0,dimensionless,Nitrogen allocation priority to reproductive organs during vegetative growth

# Nitrogen Allocation Coefficients - Reproductive Stage  
nitrogen_parameters,allocation_coefficients_reproductive_leaves,0.4,dimensionless,Nitrogen allocation priority to leaves during reproductive growth
nitrogen_parameters,allocation_coefficients_reproductive_stems,0.2,dimensionless,Nitrogen allocation priority to stems during reproductive growth
nitrogen_parameters,allocation_coefficients_reproductive_roots,0.1,dimensionless,Nitrogen allocation priority to roots during reproductive growth
nitrogen_parameters,allocation_coefficients_reproductive_reproductive,0.3,dimensionless,Nitrogen allocation priority to reproductive organs during reproductive growth

# Critical Nitrogen Concentrations - Leaves
nitrogen_parameters,critical_n_concentrations_leaves_minimum,0.015,g_N_g_dry_mass,Minimum nitrogen concentration in leaves
nitrogen_parameters,critical_n_concentrations_leaves_critical,0.025,g_N_g_dry_mass,Critical nitrogen concentration in leaves
nitrogen_parameters,critical_n_concentrations_leaves_optimal,0.045,g_N_g_dry_mass,Optimal nitrogen concentration in leaves
nitrogen_parameters,critical_n_concentrations_leaves_maximum,0.060,g_N_g_dry_mass,Maximum nitrogen concentration in leaves

# Critical Nitrogen Concentrations - Stems  
nitrogen_parameters,critical_n_concentrations_stems_minimum,0.008,g_N_g_dry_mass,Minimum nitrogen concentration in stems
nitrogen_parameters,critical_n_concentrations_stems_critical,0.015,g_N_g_dry_mass,Critical nitrogen concentration in stems
nitrogen_parameters,critical_n_concentrations_stems_optimal,0.025,g_N_g_dry_mass,Optimal nitrogen concentration in stems
nitrogen_parameters,critical_n_concentrations_stems_maximum,0.035,g_N_g_dry_mass,Maximum nitrogen concentration in stems

# Critical Nitrogen Concentrations - Roots
nitrogen_parameters,critical_n_concentrations_roots_minimum,0.012,g_N_g_dry_mass,Minimum nitrogen concentration in roots
nitrogen_parameters,critical_n_concentrations_roots_critical,0.020,g_N_g_dry_mass,Critical nitrogen concentration in roots
nitrogen_parameters,critical_n_concentrations_roots_optimal,0.035,g_N_g_dry_mass,Optimal nitrogen concentration in roots
nitrogen_parameters,critical_n_concentrations_roots_maximum,0.050,g_N_g_dry_mass,Maximum nitrogen concentration in roots

# Critical Nitrogen Concentrations - Reproductive
nitrogen_parameters,critical_n_concentrations_reproductive_minimum,0.020,g_N_g_dry_mass,Minimum nitrogen concentration in reproductive organs
nitrogen_parameters,critical_n_concentrations_reproductive_critical,0.030,g_N_g_dry_mass,Critical nitrogen concentration in reproductive organs
nitrogen_parameters,critical_n_concentrations_reproductive_optimal,0.050,g_N_g_dry_mass,Optimal nitrogen concentration in reproductive organs
nitrogen_parameters,critical_n_concentrations_reproductive_maximum,0.070,g_N_g_dry_mass,Maximum nitrogen concentration in reproductive organs

# Nitrogen Remobilization Rates by Pool Type
nitrogen_parameters,remobilization_rates_structural,0.02,g_N_g_pool_day,Remobilization rate for structural nitrogen pool
nitrogen_parameters,remobilization_rates_metabolic,0.15,g_N_g_pool_day,Remobilization rate for metabolic nitrogen pool
nitrogen_parameters,remobilization_rates_storage,0.25,g_N_g_pool_day,Remobilization rate for storage nitrogen pool
nitrogen_parameters,remobilization_rates_transport,0.30,g_N_g_pool_day,Remobilization rate for transport nitrogen pool

# Nitrogen Remobilization Efficiency by Organ
nitrogen_parameters,remobilization_efficiency_leaves,0.75,dimensionless,Nitrogen remobilization efficiency from leaves
nitrogen_parameters,remobilization_efficiency_stems,0.60,dimensionless,Nitrogen remobilization efficiency from stems  
nitrogen_parameters,remobilization_efficiency_roots,0.50,dimensionless,Nitrogen remobilization efficiency from roots
nitrogen_parameters,remobilization_efficiency_reproductive,0.40,dimensionless,Nitrogen remobilization efficiency from reproductive organs

# Organ Weight Factors for Stress Calculation
nitrogen_parameters,organ_weights_leaves,0.5,dimensionless,Weight factor for leaves in nitrogen stress calculation
nitrogen_parameters,organ_weights_stems,0.2,dimensionless,Weight factor for stems in nitrogen stress calculation
nitrogen_parameters,organ_weights_roots,0.2,dimensionless,Weight factor for roots in nitrogen stress calculation
nitrogen_parameters,organ_weights_reproductive,0.1,dimensionless,Weight factor for reproductive organs in nitrogen stress calculation

# Nitrogen Pool Fractions - Leaves
nitrogen_parameters,pool_fractions_leaves_structural,0.4,dimensionless,Fraction of leaf nitrogen in structural pool
nitrogen_parameters,pool_fractions_leaves_metabolic,0.35,dimensionless,Fraction of leaf nitrogen in metabolic pool
nitrogen_parameters,pool_fractions_leaves_storage,0.2,dimensionless,Fraction of leaf nitrogen in storage pool
nitrogen_parameters,pool_fractions_leaves_transport,0.05,dimensionless,Fraction of leaf nitrogen in transport pool

# Nitrogen Pool Fractions - Stems
nitrogen_parameters,pool_fractions_stems_structural,0.6,dimensionless,Fraction of stem nitrogen in structural pool
nitrogen_parameters,pool_fractions_stems_metabolic,0.2,dimensionless,Fraction of stem nitrogen in metabolic pool
nitrogen_parameters,pool_fractions_stems_storage,0.15,dimensionless,Fraction of stem nitrogen in storage pool
nitrogen_parameters,pool_fractions_stems_transport,0.05,dimensionless,Fraction of stem nitrogen in transport pool

# Nitrogen Pool Fractions - Roots
nitrogen_parameters,pool_fractions_roots_structural,0.5,dimensionless,Fraction of root nitrogen in structural pool
nitrogen_parameters,pool_fractions_roots_metabolic,0.3,dimensionless,Fraction of root nitrogen in metabolic pool
nitrogen_parameters,pool_fractions_roots_storage,0.15,dimensionless,Fraction of root nitrogen in storage pool
nitrogen_parameters,pool_fractions_roots_transport,0.05,dimensionless,Fraction of root nitrogen in transport pool

# Nitrogen Pool Fractions - Reproductive
nitrogen_parameters,pool_fractions_reproductive_structural,0.3,dimensionless,Fraction of reproductive nitrogen in structural pool
nitrogen_parameters,pool_fractions_reproductive_metabolic,0.4,dimensionless,Fraction of reproductive nitrogen in metabolic pool
nitrogen_parameters,pool_fractions_reproductive_storage,0.25,dimensionless,Fraction of reproductive nitrogen in storage pool
nitrogen_parameters,pool_fractions_reproductive_transport,0.05,dimensionless,Fraction of reproductive nitrogen in transport pool

# pH Model Parameters
ph_parameters,ph_target_min,5.5,pH,Minimum target pH for control system
ph_parameters,ph_target_max,6.5,pH,Maximum target pH for control system
ph_parameters,ph_buffer_capacity,5.0,mEq_L,Base buffer capacity of nutrient solution
ph_parameters,ph_drift_rate,0.05,pH_per_day,Natural pH drift rate without intervention
ph_parameters,nitrate_acidification_factor,0.02,pH_per_mg_N,pH decrease per mg N from nitrate uptake
ph_parameters,ammonium_alkalinization_factor,0.02,pH_per_mg_N,pH increase per mg N from ammonium uptake
ph_parameters,phosphate_acidification_factor,0.01,pH_per_mg_P,pH decrease per mg P from phosphate uptake
ph_parameters,carbonate_buffer_pka,6.1,pH,pKa for carbonate buffer system (HCO3-/CO2)
ph_parameters,phosphate_buffer_pka1,2.12,pH,First pKa for phosphate system (H3PO4/H2PO4-)
ph_parameters,phosphate_buffer_pka2,7.21,pH,Second pKa for phosphate system (H2PO4-/HPO4--)
ph_parameters,phosphate_buffer_pka3,12.67,pH,Third pKa for phosphate system (HPO4--/PO4---)
ph_parameters,ph_adjustment_rate,0.5,pH_per_hour,Maximum pH adjustment rate by control system
ph_parameters,ph_deadband,0.1,pH,pH control deadband to prevent oscillation
ph_parameters,temperature_correction_factor,0.01,pH_per_°C,pH correction factor per degree C from 25°C
ph_parameters,ec_buffer_factor,0.2,dimensionless,Buffer capacity multiplier per EC unit (dS/m)
ph_parameters,proportional_control_factor,0.8,dimensionless,Proportional control multiplier for dosing calculations
ph_parameters,current_ph,6.0,pH,Initial pH of the nutrient solution
ph_parameters,total_alkalinity,3.0,mEq_L,Total alkalinity of the solution
ph_parameters,carbonate_conc,50.0,mg_L,Carbonate concentration as HCO3-
ph_parameters,phosphate_total,15.0,mg_L_P,Total phosphate concentration as P
ph_parameters,ionic_strength,0.02,M,Ionic strength of the solution
ph_parameters,ph_min_limit,4.0,pH,Absolute minimum allowable pH
ph_parameters,ph_max_limit,8.5,pH,Absolute maximum allowable pH
ph_parameters,calcium_phosphate_ksp,2.07e-33,M5,Solubility product constant for Ca3(PO4)2
ph_parameters,magnesium_phosphate_ksp,1.04e-24,M5,Solubility product constant for Mg3(PO4)2

# pH-dependent Phosphate Solubility Data (mg P/L)
ph_parameters,phosphate_solubility_ph_4_0,250.0,mg_L_P,Phosphate solubility at pH 4.0
ph_parameters,phosphate_solubility_ph_5_0,180.0,mg_L_P,Phosphate solubility at pH 5.0
ph_parameters,phosphate_solubility_ph_6_0,120.0,mg_L_P,Phosphate solubility at pH 6.0
ph_parameters,phosphate_solubility_ph_7_0,80.0,mg_L_P,Phosphate solubility at pH 7.0
ph_parameters,phosphate_solubility_ph_8_0,45.0,mg_L_P,Phosphate solubility at pH 8.0

# pH-dependent Iron Solubility Data (mg Fe/L)
ph_parameters,iron_solubility_ph_4_0,50.0,mg_L_Fe,Iron solubility at pH 4.0
ph_parameters,iron_solubility_ph_5_0,25.0,mg_L_Fe,Iron solubility at pH 5.0
ph_parameters,iron_solubility_ph_6_0,8.0,mg_L_Fe,Iron solubility at pH 6.0
ph_parameters,iron_solubility_ph_7_0,2.0,mg_L_Fe,Iron solubility at pH 7.0
ph_parameters,iron_solubility_ph_8_0,0.5,mg_L_Fe,Iron solubility at pH 8.0

# Molecular Weight Constants for pH Calculations
ph_parameters,co2_molecular_weight,44.0,g_mol,Molecular weight of CO2
ph_parameters,no3_molecular_weight,62.0,g_mol,Molecular weight of NO3-
ph_parameters,nh4_molecular_weight,18.0,g_mol,Molecular weight of NH4+
ph_parameters,po4_molecular_weight,95.0,g_mol,Molecular weight of PO4---
ph_parameters,nitrogen_atomic_weight,14.0,g_mol,Atomic weight of nitrogen
ph_parameters,phosphorus_atomic_weight,31.0,g_mol,Atomic weight of phosphorus
ph_parameters,unit_conversion_factor,1000.0,mg_g,Conversion factor from grams to milligrams

# Root System Model Additional Parameters

# Root Zone Layer Configuration Parameters
root_system_parameters,temperature_range_factor,10.0,°C,Temperature range factor for root zone layers
root_system_parameters,min_temperature_factor,0.1,dimensionless,Minimum temperature factor for root uptake
root_system_parameters,max_temperature_factor,4.0,dimensionless,Maximum temperature factor for root uptake
root_system_parameters,low_flow_factor,0.4,dimensionless,Flow factor when below minimum flow rate
root_system_parameters,high_flow_factor,0.6,dimensionless,Flow factor when above maximum flow rate
root_system_parameters,ph_zone_min,5.5,pH,Minimum optimal pH for root zones
root_system_parameters,ph_zone_max,6.5,pH,Maximum optimal pH for root zones
root_system_parameters,min_ph_factor,0.2,dimensionless,Minimum pH factor for root uptake
root_system_parameters,ph_penalty_factor,0.5,dimensionless,pH penalty factor outside optimal range

# Root System Volume Distribution Factors
root_system_parameters,nft_zone_1_fraction,0.4,dimensionless,Volume fraction for NFT zone 1 (0-2cm)
root_system_parameters,nft_zone_2_fraction,0.4,dimensionless,Volume fraction for NFT zone 2 (2-4cm)
root_system_parameters,nft_zone_3_fraction,0.2,dimensionless,Volume fraction for NFT zone 3 (4-6cm)
root_system_parameters,dwc_zone_1_fraction,0.2,dimensionless,Volume fraction for DWC zone 1 (0-5cm)
root_system_parameters,dwc_zone_2_fraction,0.5,dimensionless,Volume fraction for DWC zone 2 (5-15cm)
root_system_parameters,dwc_zone_3_fraction,0.3,dimensionless,Volume fraction for DWC zone 3 (15-25cm)
root_system_parameters,general_zone_1_fraction,0.25,dimensionless,Volume fraction for other systems zone 1 (0-3cm)
root_system_parameters,general_zone_2_fraction,0.35,dimensionless,Volume fraction for other systems zone 2 (3-8cm)
root_system_parameters,general_zone_3_fraction,0.25,dimensionless,Volume fraction for other systems zone 3 (8-15cm)
root_system_parameters,general_zone_4_fraction,0.15,dimensionless,Volume fraction for other systems zone 4 (15-20cm)

# Root Growth Calculation Parameters
root_system_parameters,root_biomass_density,0.3,g_cm3,Density factor for root biomass calculation
root_system_parameters,coarse_root_min_threshold,0.05,cm,Minimum length threshold for coarse root cohorts
root_system_parameters,fine_root_min_threshold,0.1,cm,Minimum length threshold for fine root cohorts
root_system_parameters,diameter_minimum_limit,0.05,mm,Absolute minimum root diameter

# Zone Growth Potential Weights
root_system_parameters,auxin_gradient_weight,0.15,dimensionless,Weight of auxin gradient in growth potential
root_system_parameters,nutrient_signal_weight,0.1,dimensionless,Weight of nutrient signal in growth potential
root_system_parameters,oxygen_effect_weight,0.1,dimensionless,Weight of oxygen effect in growth potential
root_system_parameters,competition_effect_weight,0.05,dimensionless,Weight of competition effect in growth potential
root_system_parameters,temperature_effect_weight,0.03,dimensionless,Weight of temperature effect in growth potential
root_system_parameters,min_growth_potential,0.02,dimensionless,Minimum zone growth potential
root_system_parameters,max_growth_potential,0.2,dimensionless,Maximum zone growth potential

# Temperature Factor Missing Parameters
root_system_parameters,max_temp_threshold,35.0,°C,Maximum temperature threshold for root activity
root_system_parameters,temp_decay_factor,0.1,dimensionless,Temperature decay factor above optimal

# Flow Rate Calculation Parameters
root_system_parameters,flow_rate_offset,0.5,dimensionless,Offset for flow rate calculation
root_system_parameters,flow_rate_multiplier,0.5,dimensionless,Multiplier for flow rate calculation

# Transport and Age Effect Parameters
root_system_parameters,transport_temp_exponent,1.25,dimensionless,Exponent for temperature effect on nutrient transport
root_system_parameters,minimum_surface_area,1.0,cm2,Minimum surface area for calculations
root_system_parameters,minimum_biomass,0.001,g,Minimum biomass for specific root length calculations
root_system_parameters,minimum_volume,1.0,cm3,Minimum volume for density calculations
root_system_parameters,effective_area_minimum,1e-1,cm2,Minimum effective surface area threshold

# Core Root System Parameters
root_system_parameters,container_volume,5000.0,cm3,Container/reservoir volume
root_system_parameters,channel_length,100.0,cm,Channel length for NFT systems
root_system_parameters,system_type,deep_water_culture,string,Hydroponic system type
root_system_parameters,channel_width,10.0,cm,Channel width for NFT systems
root_system_parameters,channel_depth,5.0,cm,Channel depth for NFT systems
root_system_parameters,n_channels,4,count,Number of parallel channels
root_system_parameters,root_zone_independent,true,boolean,Whether root zone size is independent of tank volume
root_system_parameters,primary_root_growth_rate,15.0,cm_day,Primary root growth rate
root_system_parameters,lateral_root_density,8.0,count_per_cm,Lateral roots per cm of primary root
root_system_parameters,branching_angle_mean,45.0,degrees,Mean branching angle
root_system_parameters,branching_angle_std,15.0,degrees,Standard deviation of branching angle
root_system_parameters,fine_root_fraction,0.6,dimensionless,Fraction of fine roots
root_system_parameters,medium_root_fraction,0.3,dimensionless,Fraction of medium roots
root_system_parameters,coarse_root_fraction,0.1,dimensionless,Fraction of coarse roots
root_system_parameters,fine_diameter_mean,0.2,mm,Mean diameter of fine roots
root_system_parameters,fine_diameter_std,0.05,mm,Standard deviation of fine root diameter
root_system_parameters,medium_diameter_mean,0.8,mm,Mean diameter of medium roots
root_system_parameters,medium_diameter_std,0.2,mm,Standard deviation of medium root diameter
root_system_parameters,coarse_diameter_mean,2.0,mm,Mean diameter of coarse roots
root_system_parameters,coarse_diameter_std,0.5,mm,Standard deviation of coarse root diameter
root_system_parameters,fine_turnover_rate,0.05,fraction_per_day,Fine root turnover rate
root_system_parameters,medium_turnover_rate,0.02,fraction_per_day,Medium root turnover rate
root_system_parameters,coarse_turnover_rate,0.01,fraction_per_day,Coarse root turnover rate
root_system_parameters,fine_root_half_life_days,20.0,days,Fine root activity half-life
root_system_parameters,medium_root_half_life_days,40.0,days,Medium root activity half-life
root_system_parameters,coarse_root_half_life_days,80.0,days,Coarse root activity half-life
root_system_parameters,fine_min_activity,0.2,dimensionless,Minimum activity factor for fine roots
root_system_parameters,medium_min_activity,0.15,dimensionless,Minimum activity factor for medium roots
root_system_parameters,coarse_min_activity,0.1,dimensionless,Minimum activity factor for coarse roots
root_system_parameters,establishment_plateau_days,7.0,days,Days of establishment plateau for root activity
root_system_parameters,initial_root_activity,1.0,dimensionless,Initial activity factor for new roots
root_system_parameters,fine_root_effectiveness,1.0,dimensionless,Fine root effectiveness factor
root_system_parameters,medium_root_effectiveness,0.7,dimensionless,Medium root effectiveness factor
root_system_parameters,coarse_root_effectiveness,0.3,dimensionless,Coarse root effectiveness factor
# root_system_parameters,optimal_temperature,22.0,°C,Optimal temperature for root uptake (consolidated to phenology_parameters)
root_system_parameters,q10_factor,2.0,dimensionless,Q10 factor for temperature response
root_system_parameters,optimal_flow_rate,1.5,L_min,Optimal flow rate
root_system_parameters,flow_stress_threshold,4.0,L_min,Flow rate stress threshold
root_system_parameters,root_growth_auxin_decay_rate,0.1,per_zone,Auxin decay rate for growth potential
root_system_parameters,root_optimal_density,50.0,cm_per_cm3,Optimal root length density
root_system_parameters,root_density_stress_factor,0.3,dimensionless,Root density stress factor
root_system_parameters,root_temp_optimum,20.0,°C,Optimal root temperature
root_system_parameters,root_temp_max,35.0,°C,Maximum root temperature
root_system_parameters,root_temp_min_factor,0.1,dimensionless,Minimum temperature factor for roots
root_system_parameters,root_oxygen_optimum,8.0,mg_L,Optimal dissolved oxygen level
root_system_parameters,root_oxygen_min_factor,0.2,dimensionless,Minimum oxygen factor
root_system_parameters,ph_stress_range_acidic,1.0,pH_units,pH stress range on acidic side
root_system_parameters,ph_stress_range_basic,1.5,pH_units,pH stress range on basic side
root_system_parameters,ph_stress_factor,0.5,dimensionless,pH stress factor
root_system_parameters,young_root_activity,0.9,dimensionless,Activity factor for young roots
root_system_parameters,old_root_activity,0.4,dimensionless,Activity factor for old roots

# Nutrient Uptake Kinetics Parameters
root_system_parameters,no3_uptake_vmax,0.03,mg_cm2_day,Maximum nitrate uptake rate
root_system_parameters,no3_uptake_km,50.0,mg_L,Michaelis constant for nitrate uptake
root_system_parameters,nh4_uptake_vmax,0.02,mg_cm2_day,Maximum ammonium uptake rate
root_system_parameters,nh4_uptake_km,20.0,mg_L,Michaelis constant for ammonium uptake
