step,day,hour,timestamp
636,27,11,2025-09-29 00:07:14.209045
637,27,12,2025-09-29 00:07:14.209047
638,27,13,2025-09-29 00:07:14.209049
639,27,14,2025-09-29 00:07:14.209050
640,27,15,2025-09-29 00:07:14.209052
641,27,16,2025-09-29 00:07:14.209054
642,27,17,2025-09-29 00:07:14.209056
643,27,18,2025-09-29 00:07:14.209058
644,27,19,2025-09-29 00:07:14.209060
645,27,20,2025-09-29 00:07:14.209062
646,27,21,2025-09-29 00:07:14.209064
647,27,22,2025-09-29 00:07:14.209066
648,27,23,2025-09-29 00:07:14.209068
649,28,0,2025-09-29 00:07:14.209103
650,28,1,2025-09-29 00:07:14.209106
651,28,2,2025-09-29 00:07:14.209109
652,28,3,2025-09-29 00:07:14.209112
653,28,4,2025-09-29 00:07:14.209114
654,28,5,2025-09-29 00:07:14.209117
655,28,6,2025-09-29 00:07:14.209120
656,28,7,2025-09-29 00:07:14.209122
657,28,8,2025-09-29 00:07:14.209126
658,28,9,2025-09-29 00:07:14.209128
659,28,10,2025-09-29 00:07:14.209130
660,28,11,2025-09-29 00:07:14.209132
661,28,12,2025-09-29 00:07:14.209133
662,28,13,2025-09-29 00:07:14.209135
663,28,14,2025-09-29 00:07:14.209137
664,28,15,2025-09-29 00:07:14.209139
665,28,16,2025-09-29 00:07:14.209141
666,28,17,2025-09-29 00:07:14.209143
667,28,18,2025-09-29 00:07:14.209145
668,28,19,2025-09-29 00:07:14.209147
669,28,20,2025-09-29 00:07:14.209149
670,28,21,2025-09-29 00:07:14.209151
671,28,22,2025-09-29 00:07:14.209153
672,28,23,2025-09-29 00:07:14.209155
673,29,0,2025-09-29 00:07:14.209173
674,29,1,2025-09-29 00:07:14.209175
675,29,2,2025-09-29 00:07:14.209177
676,29,3,2025-09-29 00:07:14.209179
677,29,4,2025-09-29 00:07:14.209181
678,29,5,2025-09-29 00:07:14.209183
679,29,6,2025-09-29 00:07:14.209185
680,29,7,2025-09-29 00:07:14.209187
681,29,8,2025-09-29 00:07:14.209189
682,29,9,2025-09-29 00:07:14.209191
683,29,10,2025-09-29 00:07:14.209193
684,29,11,2025-09-29 00:07:14.209194
685,29,12,2025-09-29 00:07:14.209196
686,29,13,2025-09-29 00:07:14.209198
687,29,14,2025-09-29 00:07:14.209201
688,29,15,2025-09-29 00:07:14.209203
689,29,16,2025-09-29 00:07:14.209206
690,29,17,2025-09-29 00:07:14.209208
691,29,18,2025-09-29 00:07:14.209384
692,29,19,2025-09-29 00:07:14.209394
693,29,20,2025-09-29 00:07:14.209398
694,29,21,2025-09-29 00:07:14.209401
695,29,22,2025-09-29 00:07:14.209404
696,29,23,2025-09-29 00:07:14.209407
697,30,0,2025-09-29 00:07:14.209454
698,30,1,2025-09-29 00:07:14.209457
699,30,2,2025-09-29 00:07:14.209460
700,30,3,2025-09-29 00:07:14.209463
701,30,4,2025-09-29 00:07:14.209466
702,30,5,2025-09-29 00:07:14.209469
703,30,6,2025-09-29 00:07:14.209471
704,30,7,2025-09-29 00:07:14.209474
705,30,8,2025-09-29 00:07:14.209477
706,30,9,2025-09-29 00:07:14.209479
707,30,10,2025-09-29 00:07:14.209482
708,30,11,2025-09-29 00:07:14.209485
709,30,12,2025-09-29 00:07:14.209487
710,30,13,2025-09-29 00:07:14.209490
711,30,14,2025-09-29 00:07:14.209493
712,30,15,2025-09-29 00:07:14.209495
713,30,16,2025-09-29 00:07:14.209498
714,30,17,2025-09-29 00:07:14.209501
715,30,18,2025-09-29 00:07:14.209503
716,30,19,2025-09-29 00:07:14.209506
717,30,20,2025-09-29 00:07:14.209509
718,30,21,2025-09-29 00:07:14.209512
719,30,22,2025-09-29 00:07:14.209515
720,30,23,2025-09-29 00:07:14.209517
