step,day,hour,timestamp
636,27,11,2025-09-29 05:53:55.705577
637,27,12,2025-09-29 05:53:55.705579
638,27,13,2025-09-29 05:53:55.705581
639,27,14,2025-09-29 05:53:55.705583
640,27,15,2025-09-29 05:53:55.705584
641,27,16,2025-09-29 05:53:55.705586
642,27,17,2025-09-29 05:53:55.705588
643,27,18,2025-09-29 05:53:55.705590
644,27,19,2025-09-29 05:53:55.705592
645,27,20,2025-09-29 05:53:55.705594
646,27,21,2025-09-29 05:53:55.705596
647,27,22,2025-09-29 05:53:55.705598
648,27,23,2025-09-29 05:53:55.705599
649,28,0,2025-09-29 05:53:55.705617
650,28,1,2025-09-29 05:53:55.705619
651,28,2,2025-09-29 05:53:55.705621
652,28,3,2025-09-29 05:53:55.705623
653,28,4,2025-09-29 05:53:55.705625
654,28,5,2025-09-29 05:53:55.705627
655,28,6,2025-09-29 05:53:55.705629
656,28,7,2025-09-29 05:53:55.705631
657,28,8,2025-09-29 05:53:55.705633
658,28,9,2025-09-29 05:53:55.705635
659,28,10,2025-09-29 05:53:55.705637
660,28,11,2025-09-29 05:53:55.705638
661,28,12,2025-09-29 05:53:55.705640
662,28,13,2025-09-29 05:53:55.705642
663,28,14,2025-09-29 05:53:55.705644
664,28,15,2025-09-29 05:53:55.705646
665,28,16,2025-09-29 05:53:55.705648
666,28,17,2025-09-29 05:53:55.705650
667,28,18,2025-09-29 05:53:55.705651
668,28,19,2025-09-29 05:53:55.705653
669,28,20,2025-09-29 05:53:55.705655
670,28,21,2025-09-29 05:53:55.705657
671,28,22,2025-09-29 05:53:55.705659
672,28,23,2025-09-29 05:53:55.705661
673,29,0,2025-09-29 05:53:55.705677
674,29,1,2025-09-29 05:53:55.705679
675,29,2,2025-09-29 05:53:55.705681
676,29,3,2025-09-29 05:53:55.705683
677,29,4,2025-09-29 05:53:55.705684
678,29,5,2025-09-29 05:53:55.705686
679,29,6,2025-09-29 05:53:55.705688
680,29,7,2025-09-29 05:53:55.705690
681,29,8,2025-09-29 05:53:55.705692
682,29,9,2025-09-29 05:53:55.705694
683,29,10,2025-09-29 05:53:55.705696
684,29,11,2025-09-29 05:53:55.705698
685,29,12,2025-09-29 05:53:55.705699
686,29,13,2025-09-29 05:53:55.705704
687,29,14,2025-09-29 05:53:55.705707
688,29,15,2025-09-29 05:53:55.705709
689,29,16,2025-09-29 05:53:55.705761
690,29,17,2025-09-29 05:53:55.705763
691,29,18,2025-09-29 05:53:55.705767
692,29,19,2025-09-29 05:53:55.705769
693,29,20,2025-09-29 05:53:55.705772
694,29,21,2025-09-29 05:53:55.705774
695,29,22,2025-09-29 05:53:55.705776
696,29,23,2025-09-29 05:53:55.705778
697,30,0,2025-09-29 05:53:55.705798
698,30,1,2025-09-29 05:53:55.705800
699,30,2,2025-09-29 05:53:55.705803
700,30,3,2025-09-29 05:53:55.705805
701,30,4,2025-09-29 05:53:55.705807
702,30,5,2025-09-29 05:53:55.705809
703,30,6,2025-09-29 05:53:55.705812
704,30,7,2025-09-29 05:53:55.705815
705,30,8,2025-09-29 05:53:55.705816
706,30,9,2025-09-29 05:53:55.705818
707,30,10,2025-09-29 05:53:55.705820
708,30,11,2025-09-29 05:53:55.705822
709,30,12,2025-09-29 05:53:55.705824
710,30,13,2025-09-29 05:53:55.705826
711,30,14,2025-09-29 05:53:55.705828
712,30,15,2025-09-29 05:53:55.705830
713,30,16,2025-09-29 05:53:55.705831
714,30,17,2025-09-29 05:53:55.705833
715,30,18,2025-09-29 05:53:55.705835
716,30,19,2025-09-29 05:53:55.705837
717,30,20,2025-09-29 05:53:55.705839
718,30,21,2025-09-29 05:53:55.705841
719,30,22,2025-09-29 05:53:55.705843
720,30,23,2025-09-29 05:53:55.705845
